120,16_live-cell_DMSO_50C-15min_Mn
121,16_live-cell_DMSO_50C-15min_Mn
122,17_live-cell_C12-mM_50C-15min_Mn
123,17_live-cell_C12-mM_50C-15min_Mn
124,18_live-cell_C30-5mM_50C-15min_Mn
125,18_live-cell_C30-5mM_50C-15min_Mn
126,19_live-cell_C34-1mM_50C-15min_Mn
127,19_live-cell_C34-1mM_50C-15min_Mn
128,20_live-cell_C12-5mM+C34-1mM_50C-15min_Mn
129,20_live-cell_C12-5mM+C34-1mM_50C-15min_Mn
130,21_live-cell_C30-5mM+C34-1mM_50C-15min_Mn
131,21_live-cell_C30-5mM+C34-1mM_50C-15min_Mn
132,22_live-cell_DMSO_60C-15min_Mn
133,22_live-cell_DMSO_60C-15min_Mn
134,23_live-cell_C12-mM_60C-15min_Mn
135,23_live-cell_C12-mM_60C-15min_Mn
136,24_live-cell_C30-5mM_60C-15min_Mn
137,24_live-cell_C30-5mM_60C-15min_Mn
138,25_live-cell_C34-1mM_60C-15min_Mn
139,25_live-cell_C34-1mM_60C-15min_Mn
140,26_live-cell_C12-5mM+C34-1mM_60C-15min_Mn
141,26_live-cell_C12-5mM+C34-1mM_60C-15min_Mn
142,27_live-cell_C30-5mM+C34-1mM_60C-15min_Mn
143,27_live-cell_C30-5mM+C34-1mM_60C-15min_Mn
